interaction,bucket_a,bucket_b,cell,horizon_d,sample_count,is_underpowered,mean_return,trimmed_mean_5pct,median_return,std_return,hit_rate,p10_return,p90_return,mean_simple_net_return,mean_close_mae,mean_close_mfe,interaction_lift
rs_x_compression,RS_T1_low,_MARGINAL_A_,RS_T1_low|_marginal_,5,739,false,0.012494077850532843,,,,,,,,,,0.0
rs_x_compression,RS_T2_mid,_MARGINAL_A_,RS_T2_mid|_marginal_,5,724,false,0.0037858991065327086,,,,,,,,,,0.0
rs_x_compression,RS_T3_high,_MARGINAL_A_,RS_T3_high|_marginal_,5,701,false,0.009727532772195282,,,,,,,,,,0.0
rs_x_compression,RS_T1_low,comp_no,RS_T1_low|comp_no,5,633,false,0.011044729854621935,0.010247363780047458,0.00832342449464929,0.06567877952088813,0.5687203791469194,-0.049187306501547984,0.07176372015081689,0.005194729854621935,-0.02198245086519388,0.029051113724627656,-0.0013908398618860986
rs_x_compression,RS_T1_low,comp_yes,RS_T1_low|comp_yes,5,106,false,0.021149146543095174,0.021226651111538652,0.01955205959469719,0.05816122999085513,0.660377358490566,-0.04002072405992707,0.07685577580314429,0.015299146543095167,-0.014955995817295367,0.03562256263862928,0.008205096497150646
rs_x_compression,RS_T2_mid,comp_no,RS_T2_mid|comp_no,5,624,false,0.005713269203036761,0.006106467078870084,0.005929224279353162,0.0446679539626446,0.5592948717948718,-0.03912537313432839,0.05172120919110697,-0.0001367307969632379,-0.017480320595153802,0.023667374148412874,0.0019858782305288616
rs_x_compression,RS_T2_mid,comp_yes,RS_T2_mid|comp_yes,5,100,false,-0.008240890295652578,-0.006030805248005675,-0.00276061771487196,0.048317825562970936,0.45,-0.06191025113215317,0.05073571428571414,-0.01409089029565258,-0.022717806150605844,0.019563928563603925,-0.012476761597596973
rs_x_compression,RS_T3_high,comp_no,RS_T3_high|comp_no,5,658,false,0.009061176078632749,0.007075949891130527,0.006909472779779935,0.05726888081865209,0.5486322188449848,-0.05497869318181817,0.07184558584875043,0.00321117607863275,-0.02090012509348349,0.03258837658530776,-0.0006078485595377246
rs_x_compression,RS_T3_high,comp_yes,RS_T3_high|comp_yes,5,43,false,0.019924339850431266,0.0188533405036513,0.021590909090908994,0.05590793693487614,0.6511627906976745,-0.03259898596863577,0.1056929082628498,0.014074339850431267,-0.01340483463702482,0.03592032333044237,0.0097468348828243
rs_x_compression,RS_T1_low,_MARGINAL_A_,RS_T1_low|_marginal_,10,739,false,0.015020505806146982,,,,,,,,,,0.0
rs_x_compression,RS_T2_mid,_MARGINAL_A_,RS_T2_mid|_marginal_,10,724,false,0.009490315243735545,,,,,,,,,,0.0
rs_x_compression,RS_T3_high,_MARGINAL_A_,RS_T3_high|_marginal_,10,701,false,0.011447681358175473,,,,,,,,,,0.0
rs_x_compression,RS_T1_low,comp_no,RS_T1_low|comp_no,10,633,false,0.014407793930887314,0.011368741982556468,0.012096774193548487,0.0851919500514308,0.5639810426540285,-0.07767433734338336,0.10059681697612749,0.008557793930887314,-0.03599806329147945,0.04941896468979188,-0.000298226416379381
rs_x_compression,RS_T1_low,comp_yes,RS_T1_low|comp_yes,10,106,false,0.018679436155575005,0.01694313257245962,0.01182495019049945,0.08567418744818736,0.5943396226415094,-0.07878060056606118,0.1285868657150121,0.012829436155575,-0.02854084660773474,0.05444595100418859,0.0012402972018145803
rs_x_compression,RS_T2_mid,comp_no,RS_T2_mid|comp_no,10,624,false,0.009880101843602175,0.010071039770944378,0.010935484697581876,0.06991987853784355,0.5801282051282052,-0.06179979228401828,0.08106295149638792,0.004030101843602174,-0.030324798291326775,0.03921648302378678,0.0007042720587469176
rs_x_compression,RS_T2_mid,comp_yes,RS_T2_mid|comp_yes,10,100,false,0.007058046860567787,0.0030941092449493575,0.0021360806336280236,0.06475618284483536,0.52,-0.055141354563151945,0.07290562036055166,0.0012080468605677886,-0.02941550057012054,0.034167037757117935,-0.004850901530781198
rs_x_compression,RS_T3_high,comp_no,RS_T3_high|comp_no,10,658,false,0.010816401096886884,0.00870351221978315,0.006338493581399041,0.08255344178501992,0.5440729483282675,-0.0832772116378673,0.1040163146083426,0.004966401096886885,-0.03638780773783076,0.050519357796004895,-0.0003167948024083017
rs_x_compression,RS_T3_high,comp_yes,RS_T3_high|comp_yes,10,43,false,0.021107737449521793,0.01758788265512105,0.016286644951140072,0.08506823523441356,0.5813953488372093,-0.05973855801329049,0.11236986841364298,0.015257737449521795,-0.025587387844885165,0.05501534767186274,0.007241422943732877
rs_x_compression,RS_T1_low,_MARGINAL_A_,RS_T1_low|_marginal_,20,739,false,0.00802453758287586,,,,,,,,,,0.0
rs_x_compression,RS_T2_mid,_MARGINAL_A_,RS_T2_mid|_marginal_,20,724,false,-0.0025434749448982005,,,,,,,,,,0.0
rs_x_compression,RS_T3_high,_MARGINAL_A_,RS_T3_high|_marginal_,20,701,false,0.0017875407890731386,,,,,,,,,,0.0
rs_x_compression,RS_T1_low,comp_no,RS_T1_low|comp_no,20,633,false,0.007407229890372081,0.0033552773283895164,0.006493506493506329,0.116821675876341,0.5244865718799369,-0.12637857280754344,0.1284501494159195,0.0015572298903720788,-0.0588930190733918,0.07054274133868388,-0.0011689932453963357
rs_x_compression,RS_T1_low,comp_yes,RS_T1_low|comp_yes,20,106,false,0.011710912765469187,0.0073592558793305314,0.01062515292390509,0.13717191771250425,0.5283018867924528,-0.13675850537947082,0.15141113653699467,0.0058609127654691805,-0.05633218217113865,0.0829690265150574,0.007929258049216802
rs_x_compression,RS_T2_mid,comp_no,RS_T2_mid|comp_no,20,624,false,-0.000058529248856125175,-0.0001503132604821961,0.0,0.1086098313608583,0.48717948717948717,-0.10780165615141953,0.11810094294256628,-0.005908529248856127,-0.05577090955118557,0.05894392855710997,0.0019332601431495187
rs_x_compression,RS_T2_mid,comp_yes,RS_T2_mid|comp_yes,20,100,false,-0.018049536088200754,-0.020270617764984993,-0.01908551810237208,0.099368253952465,0.35,-0.11775061907014271,0.08470410628019336,-0.023899536088200758,-0.05765152378578972,0.04691466125821262,-0.011263178276679078
