feature,bucket,horizon_d,sample_count,is_underpowered,mean_return,median_return,winsorized_mean_return_5pct,std_return,hit_rate,p10_return,p90_return,mean_simple_net_return,mean_close_mae,mean_close_mfe,universe
tight_range_days_10d,1,10,290,false,-0.0006041367154306625,-0.002851351351351339,-0.00038977463710508376,0.08895973324516515,0.47586206896551725,-0.08059718842511507,0.09418560467665338,-0.006454136715430666,-0.040221229605745264,0.03834920157643664,all
tight_range_days_10d,2,10,202,false,0.0047383835560997995,-0.0022324532649938833,0.0009479250509007997,0.06936088179164554,0.44554455445544555,-0.0641157795459678,0.08861455108359143,-0.001111616443900206,-0.03543048208543941,0.03630853503503196,all
tight_range_days_10d,3+,10,493,false,0.011153549741060805,0.0,0.0035766024089552606,0.09701010661284254,0.4908722109533469,-0.06712157562459567,0.08744244856447833,0.005303549741060803,-0.03170036687455983,0.04236365638865761,all
tight_range_days_10d,0,20,10931,false,0.02156291442389378,0.006000000000000005,0.012871260004209647,0.12754440108751017,0.5281310035678346,-0.10291595197255576,0.15290519877675846,0.015712914423893783,-0.05347785089377591,0.07869152297080809,all
tight_range_days_10d,1,20,289,false,0.005600293833849641,0.0,0.0014959503517839095,0.12324363813504285,0.4913494809688581,-0.10853433698794526,0.1421411243539711,-0.0002497061661503567,-0.059958989746835334,0.06634793372326776,all
tight_range_days_10d,2,20,202,false,0.006399564473688601,-0.0006759655994654223,-0.0005468237227748751,0.10196025238638752,0.4900990099009901,-0.10198002890553148,0.09669393026259139,0.0005495644736886056,-0.05421724108069404,0.0610603364308592,all
tight_range_days_10d,3+,20,491,false,0.011665856913064307,0.0,0.0003346083345565792,0.1551781182105734,0.4969450101832994,-0.11488250652741516,0.11111111111111116,0.005815856913064319,-0.05593531145715912,0.07126888559417374,all
tight_range_days_10d,0,5,2,true,0.22487258504207663,0.22487258504207663,,0.10229036700701453,1.0,,,0.2190225850420766,0.054062462960768,0.2884319070759749,top200
volume_breakout_days_5d,0,5,8460,false,0.0036181883873007796,0.0030318350338572886,0.0029587696130642634,0.06123478156030747,0.5203309692671395,-0.0581032687352183,0.06452750085288654,-0.0022318116126992193,-0.023990374775487072,0.02409223674303129,all
volume_breakout_days_5d,1,5,2261,false,0.004893414863005927,0.0,0.0025038249348542717,0.06437766671289942,0.4825298540468819,-0.05882352941176472,0.07560975609756104,-0.000956585136994071,-0.023736257541785176,0.027008434029596275,all
volume_breakout_days_5d,2+,5,1237,false,0.003951118735361064,-0.003696857670979714,0.0005932771492847407,0.0705971754583946,0.45028294260307195,-0.06868263276873181,0.09384540593096746,-0.001898881264638938,-0.02611004219328616,0.03199005246130214,all
volume_breakout_days_5d,0,10,8455,false,0.012192444998696053,0.004950495049504955,0.00811320504224172,0.08349577249166126,0.5338852749852159,-0.0709601248644337,0.09763244885196118,0.0063424449986960564,-0.03503394683898258,0.04450378780729237,all
volume_breakout_days_5d,1,10,2261,false,0.016466449043292416,0.004484304932735439,0.010575186913483059,0.09392653762952585,0.5276426360017691,-0.07051464316178568,0.11928429423459241,0.01061644904329242,-0.03549081884463881,0.05128173288994254,all
volume_breakout_days_5d,2+,10,1236,false,0.01669743260604512,0.0033618098402150576,0.010631338550671084,0.09754701823948507,0.5169902912621359,-0.08020474679279033,0.12311900002196785,0.010847432606045121,-0.040165576326623494,0.05614093503613021,all
volume_breakout_days_5d,0,20,8423,false,0.018274290691397643,0.0057388809182208345,0.010485774423098941,0.12366228074174543,0.5276029918081444,-0.10218978102189788,0.14127217868580666,0.012424290691397643,-0.05335553481224502,0.07384699008847848,all
volume_breakout_days_5d,1,20,2256,false,0.025034574015653278,0.006993776517050465,0.0152788066627255,0.13585109496627526,0.5296985815602837,-0.10149400935125652,0.16916081530839355,0.01918457401565328,-0.05259363705702729,0.08339855454484056,all
