feature,bucket,horizon_d,sample_count,is_underpowered,mean_return,median_return,winsorized_mean_return_5pct,std_return,hit_rate,p10_return,p90_return,mean_simple_net_return,mean_close_mae,mean_close_mfe,universe
below_ma20_streak,0,5,6330,false,0.004822536339407347,0.0,0.0023916286589050193,0.06452833264430093,0.48657187993680884,-0.05852165559577783,0.07424717131215393,-0.0010274636605926528,-0.022895399450191353,0.028011453230084263,all
below_ma20_streak,1-2,5,1343,false,0.006047124940516241,0.004885993485342022,0.005439163212998044,0.059740239908992174,0.5465376023827252,-0.05390043421931303,0.06495639845625463,0.00019712494051624157,-0.01941153636357697,0.025898420423265556,all
below_ma20_streak,10+,5,2054,false,0.00006372138012337395,0.0033511575109537173,0.0009299459425778993,0.06192745869367133,0.5209347614410905,-0.0681711611443585,0.06263714733542328,-0.005786278619876628,-0.02876479213869108,0.020327098849031184,all
below_ma20_streak,3-5,5,961,false,0.0016469620488598908,0.0025412960609911828,0.0008801886634570256,0.06346958707718495,0.5171696149843913,-0.06851311953352768,0.06552262090483629,-0.004203037951140105,-0.028151312392141477,0.021972573170828714,all
below_ma20_streak,6-10,5,1270,false,0.004881779976514222,0.0039192095023551365,0.004335201862546302,0.05832613217734344,0.5267716535433071,-0.05602442781690135,0.06318356867779205,-0.0009682200234857767,-0.025031893683446688,0.023225595002863877,all
below_ma20_streak,0,10,6328,false,0.015923757035447246,0.00400432900432901,0.009899872558437425,0.0923576049763605,0.5246523388116309,-0.07071537784367332,0.1093152322404371,0.010073757035447245,-0.034949012816581866,0.05147369169101823,all
below_ma20_streak,1-2,10,1342,false,0.012317216455903193,0.007808145206243067,0.010379038889403166,0.08086487263216963,0.5551415797317437,-0.06380097517730494,0.10000000000000009,0.006467216455903193,-0.03019208636436195,0.044510532453124356,all
below_ma20_streak,10+,10,2053,false,0.010680482587585721,0.00698080279232105,0.008027988815120329,0.07922534267478148,0.5499269361909401,-0.07938307873090482,0.0954752825920913,0.004830482587585729,-0.03934333030526686,0.04000199793424604,all
below_ma20_streak,3-5,10,961,false,0.007075854032401532,-0.0010626992561104665,0.002633383684620562,0.08208232521517135,0.48803329864724243,-0.08115671641791045,0.09463722397476348,0.0012258540324015322,-0.039447547541315776,0.04066419172621044,all
below_ma20_streak,6-10,10,1268,false,0.011777306758949106,0.004947385594257336,0.007686725523501071,0.08185789875403125,0.5386435331230284,-0.07101636260075603,0.09559041612321105,0.00592730675894911,-0.03607675943439402,0.043341225629907214,all
below_ma20_streak,0,20,6307,false,0.02485552602925255,0.004424778761061843,0.014253992558965525,0.13897572479969852,0.5202156334231806,-0.10397143828629714,0.16783346725592627,0.019005526029252557,-0.052750414920958257,0.08493347199036788,all
below_ma20_streak,1-2,20,1339,false,0.012726675126867096,0.007915567282322122,0.00857617417167169,0.12123666985940215,0.5414488424197162,-0.10491217257318951,0.12997824173268885,0.0068766751268670955,-0.051332215093502304,0.07102198485551581,all
below_ma20_streak,10+,20,2046,false,0.018391253124395004,0.00910863365309822,0.01285989495325169,0.10600451745682204,0.5449657869012707,-0.0921148489393615,0.13276416085188691,0.012541253124395005,-0.053818131896819624,0.06757623995789565,all
below_ma20_streak,3-5,20,957,false,0.007325068439206438,-0.0033444816053510573,-0.0010460061775494837,0.12174767234280601,0.477533960292581,-0.11831374276902087,0.13730722154222766,0.0014750684392064405,-0.06399647798290377,0.06943714674010991,all
below_ma20_streak,6-10,20,1264,false,0.020490455065950576,0.007820144324853229,0.01333538570465104,0.11681714805542716,0.5379746835443038,-0.09943683427694082,0.14752976609835136,0.014640455065950578,-0.05342043241554586,0.07214605955441053,all
below_ma20_streak,0,5,1,true,0.2972027972027973,0.2972027972027973,,,1.0,,,0.2913527972027973,0.09965034965034958,0.2972027972027973,top200
below_ma20_streak,10+,5,1,true,0.15254237288135597,0.15254237288135597,,,1.0,,,0.14669237288135598,0.008474576271186418,0.27966101694915246,top200
below_ma50_streak,0,5,6099,false,0.004062476803296118,0.0,0.0017825579775675056,0.06665007103789841,0.485161501885555,-0.061556350626118056,0.07457730309831537,-0.0017875231967038828,-0.023948123182643374,0.02795490031243714,all
below_ma50_streak,1-2,5,704,false,0.01043305221526198,0.009102504638218822,0.009900683606373611,0.05302074861295571,0.5809659090909091,-0.04916762342135479,0.071962793943788,0.0045830522152619825,-0.01617171717601637,0.028459109134302527,all
below_ma50_streak,10+,5,3316,false,0.003974810000983389,0.0035150362005484936,0.00373618141228617,0.05925126722397076,0.5271411338962606,-0.056284787972686046,0.06591832236531381,-0.0018751899990166092,-0.023812863748004075,0.02307715530353069,all
below_ma50_streak,3-5,5,608,false,-0.006117393445343394,-0.002728761819670855,-0.0058302341852830225,0.06379614348780722,0.45723684210526316,-0.07937103929024085,0.05586593101625486,-0.011967393445343389,-0.03508159097164711,0.014973965246549878,all
below_ma50_streak,6-10,5,821,false,0.0030236210973365214,0.00411522633744843,0.0026915220534328124,0.05744447347793359,0.535931790499391,-0.058252427184465994,0.057385759829968075,-0.002826378902663474,-0.025477786220068934,0.022276130918702293,all
below_ma50_streak,0,10,6096,false,0.015733168541517753,0.004484665661136256,0.009878750189943714,0.09446367235140082,0.5237860892388452,-0.0722172933051985,0.11228673622461549,0.009883168541517755,-0.036122608431725434,0.05179623982348722,all
below_ma50_streak,1-2,10,703,false,0.017912289800555807,0.009960159362549792,0.01451626874267232,0.07607264318324435,0.5746799431009957,-0.057921211113810545,0.10650709627924823,0.012062289800555811,-0.027301100654482446,0.04850558269712252,all
below_ma50_streak,10+,10,3315,false,0.012268748624552918,0.006451612903225712,0.00886972987231626,0.07853328103818413,0.5472096530920061,-0.06991648511256354,0.09555956885678256,0.006418748624552918,-0.03432449863148893,0.042308794527653217,all
below_ma50_streak,3-5,10,608,false,0.0037462209392833414,-0.0012061640644390192,0.000696008713112226,0.07763082474764922,0.47368421052631576,-0.08781792281792285,0.0866399831472509,-0.0021037790607166596,-0.044604305790337376,0.03338385855025408,all
below_ma50_streak,6-10,10,820,false,0.010507029671398695,0.00643741851368973,0.00786410393073987,0.07787590137958483,0.551219512195122,-0.06844444444444446,0.09007318833109991,0.004657029671398695,-0.03676588792156605,0.04185922917284336,all
below_ma50_streak,0,20,6076,false,0.026702183102145956,0.005044144212909996,0.01563656426722505,0.143043804792125,0.5236998025016458,-0.10504724154401063,0.17465098489194875,0.020852183102145965,-0.054429198406088154,0.08687696528646054,all
below_ma50_streak,1-2,20,699,false,0.021769598963342643,0.005056890012642201,0.015718548584655406,0.11467584908094611,0.525035765379113,-0.08681897050318106,0.1544911860145584,0.015919598963342645,-0.04742728467859498,0.07793080288746367,all
below_ma50_streak,10+,20,3306,false,0.014565908159998444,0.0060273790134594,0.009553177504745788,0.106310730482925,0.5320629159104658,-0.09892113407272152,0.13036890645586285,0.008715908159998441,-0.05130231873326161,0.06671903677530892,all
