date,cash,positions_value,equity,n_positions,exposure_pct
2022-06-01,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-02,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-06,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-07,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-08,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-09,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-10,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-13,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-14,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-15,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-16,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-17,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-20,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-21,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-22,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-23,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-24,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-27,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-28,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-29,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-06-30,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-01,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-04,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-05,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-06,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-07,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-08,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-11,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-12,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-13,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-14,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-15,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-18,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-19,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-20,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-21,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-22,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-25,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-26,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-27,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-28,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-07-29,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-01,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-02,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-03,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-04,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-05,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-08,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-09,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-10,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-11,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-12,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-15,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-16,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-17,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-18,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-19,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-22,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-23,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-24,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-25,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-26,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-29,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-30,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-08-31,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-01,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-02,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-05,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-06,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-07,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-08,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-12,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-13,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-14,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-15,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-16,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-19,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-20,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-21,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-22,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-23,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-26,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-27,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-28,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-29,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-09-30,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-03,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-04,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-05,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-06,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-07,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-11,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-12,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-13,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-14,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-17,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-18,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-19,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-20,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-21,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-24,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-25,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-26,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-27,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-28,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-10-31,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-11-01,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-11-02,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-11-03,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-11-04,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-11-07,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-11-08,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-11-09,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-11-10,1000150.8291873963,0.0,1000150.8291873963,0,0.0
2022-11-11,1000150.8291873963,0.0,1000150.8291873963,0,0.0
